ESTHER,FEMALE,WHITE NON HISPANIC,224,15,1,,,
EMMA,FEMALE,WHITE NON HISPANIC,213,20,2,,,
OLIVIA,FEMALE,WHITE NON HISPANIC,213,21,2,,,
LEAH,FEMALE,WHITE NON HISPANIC,183,32,3,,,
SOPHIA,FEMALE,WHITE NON HISPANIC,180,38,4,,,
CHAYA,FEMALE,WHITE NON HISPANIC,178,39,5,,,
SARAH,FEMALE,WHITE NON HISPANIC,177,42,6,,,
RACHEL,FEMALE,WHITE NON HISPANIC,171,49,7,,,
AVA,FEMALE,WHITE NON HISPANIC,162,55,8,,,
ISABELLA,FEMALE,WHITE NON HISPANIC,160,56,9,,,
